ID,Gender,Owns_Car,Owns_Property,Children_Count,Income,Income_Type,Education_Level,Marital_Status,Housing_Type,Age,Employment_Duration,Occupation,Family_Size,Risk_Level,Account_Age,Is_Unemployed
5046172,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,55.1,0.3,High skill tech staff,1.0,0,29,0
5046175,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,66.1,,Unknown,1.0,0,39,1
5046176,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,66.1,,Unknown,1.0,0,24,1
5046177,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.3,8.3,Laborers,3.0,0,6,0
5046178,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.3,8.3,Laborers,3.0,0,43,0
5046179,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.3,8.3,Laborers,3.0,0,43,0
5046180,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.3,8.3,Laborers,3.0,0,29,0
5046181,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.3,8.3,Laborers,3.0,0,32,0
5046182,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,49.8,11.2,Unknown,2.0,1,32,0
5046183,F,N,Y,2,115200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.7,2.0,Laborers,4.0,0,21,0
5046184,F,N,Y,2,115200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.7,2.0,Laborers,4.0,0,17,0
5046185,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.9,,Unknown,2.0,0,36,1
5046186,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.9,,Unknown,2.0,0,40,1
5046189,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.9,,Unknown,2.0,0,55,1
5046190,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,47.3,1.5,Managers,4.0,0,41,0
5046191,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,47.3,1.5,Managers,4.0,0,16,0
5046192,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,47.3,1.5,Managers,4.0,0,36,0
5046205,M,Y,Y,2,90000.0,Pensioner,Lower secondary,Married,House / apartment,60.1,,Unknown,4.0,0,30,1
5046206,M,Y,Y,2,90000.0,Pensioner,Lower secondary,Married,House / apartment,60.1,,Unknown,4.0,0,7,1
5046208,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,33.1,7.5,Security staff,3.0,0,12,0
5046212,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,,Unknown,2.0,0,14,1
5046213,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,Unknown,2.0,0,11,1
5046214,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,Unknown,2.0,0,11,1
5046216,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,Unknown,2.0,0,2,1
5046217,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,Unknown,2.0,0,56,1
5046218,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,Unknown,2.0,0,56,1
5046222,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,Unknown,2.0,0,42,1
5046223,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,Unknown,2.0,0,45,1
5046224,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,Unknown,2.0,0,48,1
5046225,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,Unknown,2.0,1,10,1
5046226,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,Unknown,2.0,0,33,1
5046227,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,Unknown,2.0,0,10,1
5046228,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,Unknown,2.0,0,8,1
5046230,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,Unknown,2.0,1,14,1
5046231,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.4,,Unknown,2.0,0,6,1
5046232,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.7,7.5,Drivers,1.0,0,26,0
5046233,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.7,7.5,Drivers,1.0,0,21,0
5046234,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.7,7.5,Drivers,1.0,0,42,0
5046235,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.7,7.5,Drivers,1.0,0,13,0
5046236,F,N,Y,1,180000.0,Working,Higher education,Married,House / apartment,52.7,9.5,Managers,3.0,0,49,0
5046237,F,N,Y,1,180000.0,Working,Higher education,Married,House / apartment,52.7,9.5,Managers,3.0,0,58,0
5046238,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,50.9,,Unknown,2.0,0,40,1
5046239,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,50.9,,Unknown,2.0,0,54,1
5046241,M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.1,3.5,Laborers,4.0,1,55,0
5046242,M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.1,3.5,Laborers,4.0,0,8,0
5046243,M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.1,3.5,Laborers,4.0,0,4,0
5046244,M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.1,3.5,Laborers,4.0,0,7,0
5046245,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,48,1
5046246,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,12,1
5046248,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,54,1
5046249,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,36,1
5046250,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,46,1
5046251,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,39,1
5046252,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,8,1
5046254,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,54,1
5046256,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,36,1
5046257,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.1,,Unknown,2.0,0,24,1
5046259,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,49.3,6.5,Unknown,2.0,0,28,0
5046260,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,49.3,6.5,Unknown,2.0,0,7,0
5046261,F,N,Y,0,333000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60.8,,Unknown,1.0,0,4,1
5046262,F,N,Y,0,333000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60.8,,Unknown,1.0,0,49,1
5046263,F,N,Y,0,333000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60.8,,Unknown,1.0,0,45,1
5046264,F,N,Y,0,333000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60.8,,Unknown,1.0,0,25,1
5046265,F,N,Y,0,333000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60.8,,Unknown,1.0,0,21,1
5046266,F,N,Y,0,333000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60.8,,Unknown,1.0,1,59,1
5046267,F,N,Y,0,333000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60.8,,Unknown,1.0,1,19,1
5046268,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.2,3.5,Private service staff,2.0,0,4,0
5046269,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.2,3.5,Private service staff,2.0,0,4,0
5046270,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.2,3.5,Private service staff,2.0,0,5,0
5046271,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.2,3.5,Private service staff,2.0,0,3,0
5046273,M,Y,Y,1,58500.0,Working,Secondary / secondary special,Married,House / apartment,37.8,7.7,Drivers,3.0,0,24,0
5046276,F,N,N,1,99000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,44.5,9.0,Accountants,3.0,0,53,0
5046277,F,N,N,1,99000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,44.5,9.0,Accountants,3.0,0,51,0
5046278,F,N,N,1,99000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,44.5,9.0,Accountants,3.0,0,53,0
5046281,F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.6,5.2,Sales staff,2.0,1,54,0
5046282,F,N,Y,0,67050.0,Pensioner,Higher education,Married,House / apartment,66.5,,Unknown,2.0,0,22,1
5046283,F,N,Y,0,67050.0,Pensioner,Higher education,Married,House / apartment,66.5,,Unknown,2.0,0,34,1
5046284,F,N,Y,0,67050.0,Pensioner,Higher education,Married,House / apartment,66.5,,Unknown,2.0,0,1,1
5046286,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.7,,Unknown,1.0,0,45,1
5046287,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.7,,Unknown,1.0,0,29,1
5046288,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.7,,Unknown,1.0,0,7,1
5046296,F,Y,Y,1,72000.0,Working,Secondary / secondary special,Married,House / apartment,46.9,3.5,Sales staff,3.0,0,44,0
5046297,F,Y,Y,1,72000.0,Working,Secondary / secondary special,Married,House / apartment,46.9,3.5,Sales staff,3.0,0,24,0
5046298,F,Y,Y,1,72000.0,Working,Secondary / secondary special,Married,House / apartment,46.9,3.5,Sales staff,3.0,0,11,0
5046299,F,Y,Y,1,72000.0,Working,Secondary / secondary special,Married,House / apartment,46.9,3.5,Sales staff,3.0,0,3,0
5046308,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,28.7,2.8,Sales staff,2.0,0,36,0
5046309,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.3,,Unknown,2.0,0,4,1
5046310,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.5,2.8,Managers,1.0,0,4,0
5046311,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.5,2.8,Managers,1.0,0,15,0
5046313,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,59.1,4.4,Managers,2.0,0,48,0
5046314,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,59.1,4.4,Managers,2.0,0,39,0
5046315,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,59.1,4.4,Managers,2.0,0,11,0
5046316,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,59.1,4.4,Managers,2.0,0,11,0
5046317,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.2,7.6,Unknown,2.0,0,42,0
5046318,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.2,7.6,Unknown,2.0,0,32,0
5046321,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,,Unknown,2.0,0,27,1
5046323,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.3,6.2,Low-skill Laborers,3.0,0,39,0
5046325,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.3,6.2,Low-skill Laborers,3.0,0,39,0
5046326,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.3,6.2,Low-skill Laborers,3.0,0,4,0
5046327,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.3,6.2,Low-skill Laborers,3.0,0,21,0
5046329,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.7,,Unknown,2.0,0,43,1
5046330,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.7,,Unknown,2.0,0,12,1
5046331,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.7,,Unknown,2.0,0,3,1
5046332,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.7,,Unknown,2.0,0,0,1
5046333,F,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.8,6.6,Laborers,3.0,1,23,0
5046334,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,65.9,6.0,Unknown,2.0,0,21,0
5046335,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,65.9,6.0,Unknown,2.0,0,1,0
5046336,F,N,N,1,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.0,2.5,Accountants,3.0,0,20,0
5046337,F,N,N,1,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.0,2.5,Accountants,3.0,0,20,0
5046338,M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,29.0,4.6,Unknown,3.0,0,11,0
5046341,M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,29.0,4.6,Unknown,3.0,0,36,0
5046342,M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,29.0,4.6,Unknown,3.0,0,38,0
5046343,M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,29.0,4.6,Unknown,3.0,1,52,0
5046347,M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,29.0,4.6,Unknown,3.0,1,52,0
5046348,M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,29.0,4.6,Unknown,3.0,0,38,0
5046349,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.4,7.0,Security staff,2.0,0,11,0
5046350,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.4,7.0,Security staff,2.0,0,22,0
5046351,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.4,7.0,Security staff,2.0,0,22,0
5046352,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.4,7.0,Security staff,2.0,0,29,0
5046353,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.4,7.0,Security staff,2.0,0,46,0
5046356,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.4,7.0,Security staff,2.0,0,46,0
5046358,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.4,7.0,Security staff,2.0,0,15,0
5046359,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.4,7.0,Security staff,2.0,0,15,0
5046360,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,With parents,39.4,0.4,Sales staff,2.0,1,54,0
5046361,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,With parents,39.4,0.4,Sales staff,2.0,1,36,0
5046362,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,With parents,39.4,0.4,Sales staff,2.0,1,43,0
5046364,F,N,N,0,139500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.1,3.4,Sales staff,2.0,0,36,0
5046366,F,N,Y,0,279000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.9,,Unknown,2.0,0,12,1
5046367,F,N,Y,0,279000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.9,,Unknown,2.0,0,20,1
5046368,F,N,Y,0,279000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.9,,Unknown,2.0,0,4,1
5046369,F,N,Y,0,120150.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,60.8,2.5,Security staff,1.0,0,42,0
5046370,F,N,Y,0,120150.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,60.8,2.5,Security staff,1.0,0,31,0
5046371,F,N,Y,0,120150.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,60.8,2.5,Security staff,1.0,0,30,0
5046372,F,N,Y,0,120150.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,60.8,2.5,Security staff,1.0,0,23,0
5046373,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,53.5,5.2,Laborers,2.0,0,18,0
5046374,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,53.5,5.2,Laborers,2.0,0,48,0
5046376,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,53.5,5.2,Laborers,2.0,0,48,0
5046377,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,53.5,5.2,Laborers,2.0,0,1,0
5046378,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,53.5,5.2,Laborers,2.0,0,9,0
5046379,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,53.5,5.2,Laborers,2.0,0,43,0
5046380,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,53.5,5.2,Laborers,2.0,0,26,0
5046381,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,53.5,5.2,Laborers,2.0,0,11,0
5046382,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,53.5,5.2,Laborers,2.0,1,6,0
5046383,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,53.5,5.2,Laborers,2.0,0,0,0
5046384,F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,58.7,,Unknown,2.0,0,5,1
5046385,F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,58.7,,Unknown,2.0,0,23,1
5046388,F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,58.7,,Unknown,2.0,0,39,1
5046389,F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,58.7,,Unknown,2.0,0,43,1
5046390,F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,58.7,,Unknown,2.0,0,50,1
5046391,F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,58.7,,Unknown,2.0,0,55,1
5046392,F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,58.7,,Unknown,2.0,0,29,1
5046393,F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,58.7,,Unknown,2.0,0,23,1
5046394,F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,58.7,,Unknown,2.0,0,16,1
5046395,F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,58.7,,Unknown,2.0,0,14,1
